,0,1,2,3
0,1.2137967301731574,-0.08350335317650297,0.4055420071555264,-1.189722442012735
1,1.9459128302099784,-2.314180356837194,0.8831940708464167,-1.1129535642708803
2,-1.181195814961039,-1.6191630339904601,0.016889098606597278,-0.4497456822118754
3,0.3412136136485877,0.10246453030898679,0.3305363263720269,1.1354019052911462
4,1.1080846408049236,-1.0806200084178659,0.7629418536184096,0.5730025331267963
5,-1.3727298181003194,-0.4682242748911057,-1.361795695004972,0.11226918992716337
6,-0.5485651450745668,-0.35635817108248263,0.9532487607325923,-0.8377755197996163
7,-1.261964816909449,-0.21664390509196305,-0.15538788431175396,-1.0947860213714706
8,0.31696757647096147,-1.6195603749654381,-0.17483049949388915,-0.8247606897311075
9,1.0795958335102254,0.2112956622829723,0.9597882579385398,0.577830072659189
10,0.5346952944819127,0.7969636106364114,-0.22248199193186208,0.8406256921238523
11,-1.5694547118164797,-0.8495915274974741,-0.45422177721331675,-0.7200688925136317
12,-0.15546392870145959,-3.14104501399584,0.40129467789504125,0.35963592985551734
13,-0.36697875414031755,0.26444372951723255,-0.7909572915379566,-0.7077726607367764
14,-0.03905140616014186,-1.2337239862835339,0.562188121154761,-1.5684829978985284
15,-0.8299064655053281,1.0530349368584737,-2.2141804002598118,0.959265098698074
16,1.422983353955705,1.4531559317815783,0.9292872097694023,0.8274685997142807
17,-0.9835317873760483,0.12233252694266838,2.0352836366116978,-1.666532558492018
18,-1.3541868666314165,-1.902919658038008,-0.18011790517189602,-0.558349025592365
19,-1.7849882730924307,0.9234216552467764,0.24266926444201023,0.5335573901368887
20,0.9062863838619507,-0.11558515669068778,-1.6762597972689808,0.7262378891619692
21,-0.1332219327063028,-0.27862963377764055,0.36736104570799466,1.2874063595181564
22,-0.5108422914335036,-0.3434834813342625,0.40081503756661546,0.484268584621863
23,0.9974211469042464,-0.7907275600422493,-0.49949771002211957,0.11816368825121493
